Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,Wine Type
9.66,1.61,1.64,15.76,75.59,1.91,1.69,0.28,1.19,2.89,0.81,2.24,297.51,Two
9.79,1.52,1.96,14.32,79.2,1.55,1.64,0.28,1.43,2.09,0.85,2.11,492.23,Two
9.87,1.1,1.84,15.0,70.0,1.32,2.06,0.27,1.51,2.78,0.95,2.3,383.61,Two
9.94,1.23,1.57,15.77,82.79,1.71,1.49,0.29,1.19,2.39,0.81,2.32,391.36,Two
9.6,1.46,1.72,17.48,67.15,1.99,2.02,0.25,1.25,2.18,0.83,2.11,362.38,Two
9.73,0.75,1.76,15.61,80.15,1.87,1.33,0.38,1.72,2.46,0.83,2.01,412.91,Two
9.85,1.51,1.83,16.41,77.65,1.87,1.86,0.27,1.14,2.35,0.75,2.3,399.18,Two
9.72,1.69,1.94,15.84,73.65,1.89,1.73,0.33,1.71,2.27,0.97,2.22,386.45,Two
10.02,1.2,1.87,15.1,79.99,1.62,1.56,0.34,1.14,2.4,0.9,1.99,400.86,Two
9.78,1.78,1.91,16.21,61.28,1.61,1.66,0.25,1.0,2.66,0.72,2.31,459.2,Two
9.69,1.47,1.85,15.19,75.16,1.8,1.57,0.25,1.11,2.45,0.92,2.14,397.87,Two
9.96,2.23,1.88,18.32,80.85,1.59,1.39,0.26,1.22,2.26,0.8,2.3,549.48,Two
9.91,2.03,1.98,16.15,76.99,1.57,1.61,0.27,1.23,2.43,0.82,2.0,378.93,Two
9.78,1.77,1.74,17.04,80.02,1.84,1.91,0.2,1.26,2.23,0.84,2.16,377.77,Two
9.72,2.55,1.69,18.26,80.08,1.65,1.65,0.35,0.98,2.54,0.84,2.11,416.18,Two
9.49,2.22,1.76,15.95,80.12,1.83,1.8,0.32,1.3,2.29,0.84,2.02,445.51,Two
9.95,1.52,1.78,14.76,70.15,1.66,2.07,0.26,1.12,2.46,0.8,2.27,417.96,Two
9.92,1.87,1.74,16.95,69.56,2.09,1.57,0.27,1.54,2.27,0.74,2.17,358.91,Two
9.65,1.61,1.76,16.16,80.69,1.89,1.35,0.26,1.42,2.1,0.84,2.07,394.18,Two
9.67,1.66,1.84,15.14,76.3,1.83,1.67,0.36,1.61,2.16,0.86,1.97,542.71,Two
9.74,1.53,1.79,15.52,84.77,2.18,1.72,0.3,1.31,2.52,0.85,1.94,385.9,Two
10.01,1.76,1.75,17.09,71.5,1.8,1.44,0.27,1.3,2.91,0.92,2.41,397.66,Two
9.98,2.03,1.92,18.95,78.78,1.92,1.35,0.3,1.11,2.58,0.89,2.08,397.21,Two
9.52,1.5,1.76,16.33,85.75,1.32,1.68,0.29,1.05,2.45,0.91,2.15,455.63,Two
9.59,1.63,1.99,16.89,89.3,1.75,1.87,0.35,1.41,2.43,0.81,2.18,404.6,Two
9.74,1.42,1.77,15.89,74.4,1.41,1.72,0.32,1.18,2.42,0.95,2.08,369.63,Two
10.04,1.11,1.81,17.75,65.41,1.76,1.39,0.25,1.37,2.49,0.89,2.28,425.69,Two
9.61,1.9,1.7,16.31,73.75,1.98,1.97,0.28,1.42,3.01,0.91,2.34,383.69,Two
9.82,1.69,1.73,16.42,79.28,1.81,1.36,0.31,1.05,2.61,0.83,2.31,406.04,Two
9.89,1.71,1.74,16.41,90.55,1.75,1.67,0.26,1.3,2.38,0.9,2.4,440.87,Two
9.56,1.41,1.7,16.86,87.14,1.69,1.82,0.3,1.31,2.24,0.87,2.3,525.21,Two
9.65,1.76,1.86,15.08,73.26,2.04,1.95,0.28,1.48,2.93,0.77,2.31,479.41,Two
9.89,1.08,1.91,16.68,73.09,2.06,1.66,0.27,1.29,2.55,0.85,2.15,468.95,Two
9.78,1.75,1.83,15.8,81.37,1.88,1.37,0.36,1.24,2.73,0.88,2.71,461.83,Two
10.08,1.18,1.79,16.89,72.44,1.99,1.82,0.3,1.03,2.51,0.84,2.17,358.6,Two
9.95,1.5,1.66,14.35,72.43,1.64,1.63,0.3,1.5,2.03,0.88,2.21,410.9,Two
10.03,2.21,1.83,15.52,66.86,1.72,1.37,0.3,1.4,2.33,0.86,2.34,370.69,Two
9.8,1.8,1.55,16.07,67.26,1.8,2.09,0.3,1.14,2.51,0.96,2.24,316.92,Two
9.75,1.77,1.84,15.38,62.51,1.97,1.17,0.29,1.21,2.37,0.94,2.3,330.15,Two
9.41,1.53,1.87,16.95,77.6,1.99,1.65,0.28,1.03,2.11,0.9,2.13,345.38,Two
9.97,1.51,1.67,16.67,68.68,2.04,1.49,0.28,1.15,1.98,1.02,2.26,340.22,Two
9.49,1.52,2.11,15.52,77.59,1.94,2.21,0.28,1.37,2.48,0.84,2.19,423.2,Two
9.84,1.63,1.85,16.74,84.44,1.88,1.78,0.14,1.4,2.16,0.88,2.44,431.63,Two
9.69,1.78,1.7,16.12,71.67,1.89,1.53,0.34,1.4,2.88,0.82,2.19,346.95,Two
9.76,0.95,1.75,16.76,76.62,1.8,1.76,0.3,1.38,2.93,0.79,2.06,437.53,Two
9.96,1.63,2.03,16.44,86.29,1.78,1.52,0.19,0.98,1.91,0.75,2.18,377.17,Two
9.83,1.84,1.83,14.3,81.95,1.68,1.53,0.3,1.23,2.42,0.79,2.37,423.77,Two
9.59,1.28,1.62,16.84,74.79,2.12,1.94,0.28,1.13,2.49,0.89,2.07,414.7,Two
9.68,1.23,1.76,16.1,79.79,1.65,1.21,0.27,1.19,2.61,0.73,2.25,399.25,Two
10.1,0.74,1.94,16.6,69.6,1.57,1.53,0.3,1.43,3.08,0.84,2.32,434.51,Two
9.73,1.33,1.78,17.62,68.6,1.87,1.87,0.26,1.19,2.27,0.82,2.12,430.23,Two
9.85,1.43,1.8,16.16,74.12,1.5,2.12,0.37,1.06,1.68,0.89,2.29,379.18,Two
9.63,2.16,1.93,16.29,78.25,1.81,1.84,0.34,1.38,2.15,0.8,2.16,386.26,Two
9.7,1.25,1.85,13.44,75.05,1.73,1.77,0.25,1.45,2.08,0.79,2.33,354.94,Two
10.0,1.4,1.88,15.77,71.75,1.59,1.78,0.39,1.47,2.5,0.86,2.16,492.38,Two
9.78,1.53,1.69,15.08,65.87,1.86,1.67,0.31,1.07,2.42,0.96,2.45,378.68,Two
9.74,1.49,1.69,16.69,74.37,1.75,1.52,0.26,1.43,2.43,0.85,2.31,354.75,Two
9.7,1.56,1.78,14.95,80.8,1.97,2.26,0.3,1.13,2.67,0.79,2.26,368.55,Two
9.88,1.57,1.73,17.19,70.58,1.87,2.03,0.27,1.54,1.89,0.8,2.28,455.08,Two
9.77,1.61,1.76,15.42,83.87,1.65,1.23,0.35,1.23,2.32,0.92,2.24,388.48,Two
9.72,1.69,1.72,15.13,81.78,1.63,1.54,0.25,1.51,2.44,0.87,2.31,455.93,Two
9.8,1.54,1.59,18.05,75.21,1.92,1.54,0.3,1.39,2.4,0.94,2.39,457.37,Two
9.95,1.39,1.93,16.25,72.69,2.13,1.41,0.24,1.5,2.23,0.95,1.95,459.86,Two
10.37,1.78,1.82,17.06,74.19,1.94,1.67,0.36,1.48,1.79,0.86,2.15,343.17,Two
9.92,0.88,1.86,17.7,61.79,1.75,1.6,0.32,1.32,2.62,0.86,2.19,473.97,Two
9.98,1.42,1.81,15.31,79.93,1.6,1.52,0.32,1.18,1.74,0.79,2.19,394.78,Two
9.82,2.18,1.68,14.89,82.42,1.76,1.8,0.28,1.08,2.18,0.97,2.23,492.62,Two
9.75,1.53,1.81,16.22,78.2,1.89,1.7,0.21,1.05,2.7,0.96,2.3,338.17,Two
9.84,2.01,1.77,17.06,76.32,1.5,1.45,0.3,1.6,1.75,0.88,2.03,503.99,Two
9.97,1.62,1.72,17.08,73.56,1.68,1.44,0.31,1.29,2.37,0.88,2.03,394.62,Two
9.9,1.68,1.74,15.18,73.02,1.69,1.8,0.26,1.24,2.07,0.89,2.08,428.2,Two
9.88,1.6,1.94,16.9,80.96,1.82,1.73,0.27,1.25,2.66,0.93,2.38,403.69,Two
9.97,1.42,1.81,16.48,74.68,1.99,1.54,0.21,1.12,1.94,0.85,2.15,408.27,Two
9.85,1.18,1.75,15.92,72.21,1.61,1.78,0.26,1.31,2.18,0.89,2.15,477.87,Two
9.55,1.76,1.86,14.0,79.02,1.88,1.76,0.3,1.55,2.89,0.83,1.65,413.81,Two
9.74,1.46,1.71,14.52,81.91,1.82,1.78,0.34,1.35,2.61,0.81,2.56,426.71,Two
9.86,0.9,1.6,17.51,69.65,1.94,1.7,0.29,1.08,2.12,0.81,1.96,394.3,Two
9.7,1.58,1.6,16.84,63.73,1.8,1.46,0.31,1.29,2.5,0.91,2.17,386.13,Two
9.59,1.37,1.77,15.5,72.24,1.91,1.88,0.3,1.17,2.76,0.92,2.33,410.08,Two
9.58,1.93,1.82,17.83,77.07,1.99,1.48,0.22,1.01,2.2,0.93,2.22,397.65,Two
9.86,1.82,1.92,16.91,73.39,1.75,1.87,0.29,1.27,2.27,0.87,2.36,452.25,Two
9.61,1.73,1.86,16.37,68.89,2.15,1.64,0.24,1.17,3.4,0.87,2.27,419.94,Two
9.8,1.29,1.78,16.5,77.51,1.93,1.49,0.27,1.74,2.49,0.81,2.26,353.56,Two
10.12,1.41,1.99,17.49,72.5,2.08,1.34,0.3,1.27,3.05,0.91,2.35,463.64,Two
9.7,1.68,1.82,15.13,72.16,1.78,2.05,0.36,1.58,2.52,0.81,2.33,407.96,Two
9.7,1.41,2.06,14.42,81.19,1.76,1.18,0.34,1.63,2.38,0.79,2.3,394.01,Two
9.76,1.37,1.83,16.82,79.9,1.84,2.07,0.28,1.32,2.32,0.86,2.36,390.97,Two
9.71,1.67,1.89,16.44,73.32,2.03,1.54,0.15,1.31,2.86,0.81,2.19,375.55,Two
9.97,1.62,1.72,16.89,84.26,1.88,1.45,0.3,1.24,2.38,0.89,1.99,393.26,Two
9.56,1.89,1.83,16.9,64.43,1.9,1.25,0.29,1.25,2.43,0.72,2.2,443.66,Two
9.64,1.52,1.75,15.65,80.2,1.84,1.77,0.29,1.51,2.33,0.9,2.45,433.1,Two
9.79,1.42,1.8,17.28,83.09,1.58,1.77,0.23,1.3,2.24,0.82,2.22,414.25,Two
9.99,1.88,1.84,14.39,74.74,1.76,1.7,0.31,1.43,2.69,0.84,2.06,427.62,Two
9.75,1.4,1.93,14.44,78.16,1.88,1.9,0.39,1.25,2.43,0.94,2.27,522.59,Two
9.8,1.04,1.91,14.73,72.35,2.01,1.47,0.21,1.26,2.58,0.85,2.37,438.39,Two
9.69,1.37,1.76,18.67,90.88,1.81,1.73,0.23,1.49,2.41,0.88,2.15,450.0,Two
9.78,1.44,1.86,18.87,72.46,1.61,1.77,0.27,1.3,2.36,0.91,2.07,429.1,Two
9.91,1.7,1.91,16.25,71.66,1.51,1.57,0.33,1.2,2.22,0.81,2.2,462.31,Two
9.96,1.02,1.68,17.09,78.04,1.88,1.52,0.26,1.46,2.69,0.99,2.3,372.53,Two
9.53,1.58,1.73,15.77,73.44,1.81,1.69,0.24,1.4,2.27,0.88,2.14,508.37,Two
9.93,1.08,1.73,13.03,77.21,1.39,1.94,0.34,1.45,2.53,0.93,2.45,433.49,Two
9.8,1.69,1.7,16.16,75.05,1.84,1.67,0.26,1.3,2.47,0.87,2.23,498.38,Two
10.07,1.24,1.79,17.7,75.49,1.82,1.88,0.32,1.45,2.49,0.83,2.31,389.87,Two
10.03,0.85,1.88,15.89,71.32,1.85,1.65,0.31,1.3,2.45,0.83,2.38,463.62,Two
10.18,1.85,1.73,14.89,80.98,1.8,1.68,0.25,1.24,2.4,0.89,2.09,439.32,Two
9.81,1.06,1.64,15.59,88.88,1.52,1.55,0.23,1.56,2.21,0.94,2.27,455.58,Two
10.04,0.98,1.83,17.1,79.92,1.6,1.59,0.25,1.34,2.59,0.84,2.21,369.04,Two
10.03,1.29,1.87,16.11,85.43,1.93,1.73,0.36,0.96,3.31,0.74,2.44,406.11,Two
9.91,1.56,1.83,16.56,79.38,1.74,1.17,0.36,1.43,2.11,0.85,1.95,426.91,Two
9.92,1.9,1.83,15.93,89.11,1.68,1.52,0.3,1.15,2.55,0.8,2.16,393.03,Two
9.72,1.91,1.85,17.44,76.27,1.93,1.69,0.33,1.11,2.46,0.72,2.31,467.21,Two
9.7,1.49,1.69,16.08,62.39,1.81,1.7,0.29,1.41,2.48,0.74,2.43,465.53,Two
9.72,1.4,1.88,15.5,72.46,1.76,1.77,0.31,1.37,2.7,0.84,2.13,466.25,Two
9.78,1.41,1.88,15.99,66.93,1.74,1.45,0.29,1.06,3.12,0.82,1.99,423.04,Two
9.75,1.79,1.87,17.21,72.86,2.04,1.49,0.28,1.29,2.45,0.97,2.34,492.33,Two
9.99,1.36,1.84,16.19,74.0,1.69,1.85,0.27,1.17,2.42,0.84,2.11,394.45,Two
9.97,1.97,1.75,16.7,87.0,1.84,1.61,0.28,1.16,1.69,1.0,2.3,395.72,Two
9.9,1.57,1.84,16.7,73.99,1.88,1.68,0.22,1.3,2.8,0.88,2.3,511.56,Two
9.74,1.41,1.93,15.23,71.86,1.55,1.6,0.32,1.43,2.45,0.98,2.23,389.12,Two
9.65,1.33,1.85,16.93,68.07,1.65,1.6,0.35,1.28,2.21,0.82,2.18,461.61,Two
9.58,0.99,1.9,14.8,82.02,1.59,1.71,0.28,1.54,1.91,0.85,2.16,461.55,Two
9.84,1.95,1.73,15.2,75.67,1.81,1.42,0.22,1.17,2.59,0.77,2.55,400.75,Two
9.61,1.75,1.87,16.15,66.44,1.86,2.04,0.28,1.24,2.38,0.9,2.16,397.44,Two
9.91,1.47,1.75,16.91,77.15,1.8,1.53,0.27,1.22,1.95,0.78,2.37,401.87,Two
9.82,1.7,1.7,14.67,76.62,1.64,1.17,0.33,1.31,2.48,0.73,2.29,381.26,Two
9.92,2.0,1.75,14.41,77.92,1.89,1.53,0.26,1.22,2.59,0.76,1.96,451.59,Two
9.96,0.99,1.85,13.71,85.3,1.97,1.87,0.26,1.29,2.34,0.79,2.09,476.56,Two
9.6,1.5,1.9,15.12,89.2,1.81,1.92,0.27,0.88,2.09,0.84,2.21,413.99,Two
10.01,1.81,1.76,15.54,73.41,1.71,1.44,0.27,1.66,2.04,0.85,2.02,469.75,Two
9.75,1.79,1.61,16.04,81.49,1.97,1.36,0.29,1.04,1.87,0.87,1.89,451.07,Two
9.78,1.6,1.8,13.27,87.0,2.04,1.53,0.28,1.43,2.65,0.82,2.21,470.76,Two
9.73,1.38,1.87,16.76,78.76,1.77,1.68,0.26,1.65,1.87,0.76,2.06,455.77,Two
9.81,1.39,1.88,14.63,76.78,1.55,1.22,0.33,1.19,2.53,0.87,2.02,394.42,Two
10.18,1.94,1.89,16.76,78.23,1.87,1.87,0.25,0.88,2.67,0.84,2.06,496.53,Two
10.0,1.53,2.02,15.85,75.43,1.76,1.41,0.32,1.11,2.64,0.78,2.04,412.25,Two
9.67,1.28,1.98,16.9,83.0,1.5,1.25,0.29,1.22,2.42,0.92,2.32,410.94,Two
9.72,1.01,1.94,14.95,85.43,1.67,1.89,0.34,1.25,2.49,0.82,2.49,428.31,Two
9.85,1.31,1.83,17.55,73.87,1.76,1.42,0.22,1.62,1.93,0.85,2.16,391.55,Two
9.9,1.81,1.89,14.77,77.12,1.46,1.44,0.24,1.29,2.02,0.8,1.96,419.88,Two
9.85,1.38,1.9,15.68,79.41,1.58,1.37,0.33,0.82,2.54,0.74,2.32,445.61,Two
10.14,1.34,1.98,15.06,82.23,1.84,1.85,0.37,1.05,2.51,0.86,2.42,443.34,Two
9.82,1.26,1.72,18.05,75.81,1.85,1.7,0.28,1.64,2.49,0.83,2.48,418.58,Two
9.84,1.6,1.86,14.86,75.08,1.73,1.36,0.29,1.44,2.45,0.9,2.13,453.2,Two
10.0,1.32,1.58,15.97,74.23,1.78,1.62,0.35,1.13,2.31,0.85,2.15,429.11,Two
9.97,1.35,1.93,15.24,78.08,1.79,1.59,0.3,1.37,2.23,0.81,2.29,340.43,Two
10.01,1.76,1.75,15.8,75.77,1.81,1.58,0.33,1.2,2.86,0.84,2.52,405.63,Two
9.89,1.89,1.69,16.92,68.68,1.93,2.13,0.22,1.35,2.63,0.78,2.0,470.99,Two
10.06,1.4,1.85,14.08,66.83,1.59,1.3,0.27,1.44,2.06,0.86,2.19,426.42,Two
9.78,1.71,1.93,15.98,75.61,1.88,1.91,0.28,1.25,2.02,0.78,1.89,462.26,Two
9.73,1.69,1.54,16.07,77.46,1.91,1.66,0.25,1.3,2.85,0.84,2.22,447.76,Two
9.83,1.67,1.77,15.99,82.78,2.3,1.75,0.29,1.42,2.51,0.88,2.26,387.99,Two
9.61,1.87,1.74,15.9,79.62,1.84,1.7,0.33,0.97,1.75,0.76,2.15,333.83,Two
9.94,1.24,1.89,12.47,76.81,1.52,1.37,0.34,1.05,2.23,0.89,2.04,361.5,Two
9.57,1.33,1.86,18.94,83.91,1.98,1.97,0.3,1.14,2.7,0.84,2.21,413.76,Two
9.66,1.67,1.65,15.15,80.33,1.67,1.54,0.27,1.19,2.42,0.88,2.17,338.25,Two
9.92,1.33,1.81,16.73,70.32,1.53,1.81,0.34,1.42,2.89,0.82,2.39,389.97,Two
9.66,1.59,1.97,16.71,82.86,1.66,1.84,0.31,1.32,2.69,0.87,1.99,381.47,Two
9.71,1.26,1.75,16.37,82.1,1.63,1.78,0.35,1.47,2.79,0.81,2.33,414.77,Two
9.96,1.46,1.6,15.08,73.99,1.53,1.79,0.29,1.19,2.98,0.83,2.09,390.64,Two
9.97,1.61,1.91,16.8,73.16,1.7,1.41,0.3,1.34,2.27,1.0,2.21,348.38,Two
9.73,2.04,1.71,16.33,74.42,2.15,1.42,0.2,1.41,2.6,0.74,2.32,398.17,Two
9.82,1.44,1.77,16.58,77.93,1.67,1.51,0.34,1.23,2.73,0.9,1.96,478.8,Two
9.6,1.51,1.77,15.74,85.03,1.68,1.87,0.31,1.36,2.7,0.81,2.27,366.87,Two
9.74,1.19,1.82,15.28,71.65,1.91,2.16,0.31,1.19,2.59,0.74,2.3,419.16,Two
9.73,0.83,1.78,16.6,77.11,1.66,1.82,0.33,1.56,1.97,0.8,2.35,482.75,Two
10.11,1.27,1.88,13.23,71.57,1.53,1.23,0.24,1.34,2.68,0.74,2.53,310.57,Two
9.9,1.71,1.79,15.3,73.65,1.87,1.68,0.29,1.37,2.8,0.9,2.45,479.55,Two
10.01,1.63,1.75,15.32,75.62,2.03,1.5,0.3,1.33,2.34,0.87,2.11,429.4,Two
9.84,1.19,1.73,15.74,78.86,1.95,1.81,0.27,1.16,2.18,0.73,2.49,505.32,Two
10.06,1.24,1.86,17.1,82.52,1.69,1.75,0.27,1.57,2.39,0.88,2.03,457.19,Two
9.68,1.31,1.76,15.38,64.7,1.93,1.61,0.35,1.15,2.71,0.86,2.12,444.83,Two
9.98,1.71,1.84,17.5,76.05,1.39,1.39,0.21,1.17,2.48,0.95,2.3,400.96,Two
9.7,1.7,1.83,16.26,85.28,1.51,1.61,0.33,1.4,2.61,0.84,2.22,371.83,Two
9.96,1.43,1.76,16.87,87.12,1.58,1.68,0.22,1.04,2.16,0.91,1.98,403.46,Two
9.75,1.26,1.74,16.92,85.41,1.95,2.01,0.24,1.56,2.21,0.81,2.21,369.55,Two
9.87,1.92,1.78,15.55,77.96,2.06,1.71,0.3,1.5,2.78,0.77,2.06,447.26,Two
9.6,1.82,1.95,17.1,83.75,1.78,1.8,0.33,1.48,2.27,0.85,2.06,475.2,Two
9.99,1.58,1.74,14.33,78.85,2.01,1.76,0.3,1.19,2.91,0.93,2.17,399.65,Two
9.81,1.98,1.67,16.65,80.43,1.8,1.14,0.33,1.53,2.43,0.84,2.04,419.22,Two
10.01,1.54,1.74,18.61,69.47,1.75,1.34,0.29,1.25,2.35,0.91,2.36,450.68,Two
9.83,1.68,1.7,15.78,78.06,1.47,1.73,0.29,1.36,2.68,0.77,2.22,340.52,Two
9.8,0.97,1.8,18.57,89.4,1.89,1.65,0.31,1.46,2.53,0.8,2.21,399.46,Two
9.92,1.68,1.8,14.23,74.23,1.78,1.65,0.21,1.32,3.01,0.79,2.07,379.37,Two
9.99,1.54,1.83,15.07,80.62,1.69,1.83,0.28,0.99,2.76,0.84,2.33,474.65,Two
9.33,2.08,1.78,17.36,67.92,1.87,1.69,0.4,1.31,2.51,0.68,2.18,356.24,Two
9.73,1.32,1.81,16.98,73.52,1.6,1.9,0.32,1.57,2.29,0.87,2.5,476.34,Two
9.74,1.8,1.88,16.71,76.29,2.06,1.93,0.35,1.55,2.75,0.83,2.14,395.83,Two
10.05,1.63,1.92,15.47,70.88,1.9,1.69,0.29,1.29,2.15,0.82,2.23,517.89,Two
9.88,1.74,1.75,17.5,77.24,1.97,1.65,0.3,1.37,2.44,0.8,2.47,412.1,Two
10.09,1.58,1.76,14.42,81.25,1.96,1.68,0.36,1.41,3.04,0.82,2.1,390.1,Two
9.7,1.43,1.92,15.54,77.43,1.67,1.93,0.3,1.06,2.46,0.82,2.4,327.22,Two
9.75,1.16,1.87,18.52,73.64,1.52,1.63,0.29,1.17,2.35,0.79,2.37,440.44,Two
9.37,1.34,1.67,15.4,75.28,2.19,1.82,0.26,1.08,1.76,0.74,2.16,489.6,Two
9.75,2.08,1.92,16.34,82.05,2.06,1.58,0.33,1.45,3.01,0.88,2.36,420.28,Two
10.07,1.87,1.84,16.86,82.93,1.93,1.55,0.26,1.02,2.5,0.85,2.07,467.67,Two
9.88,1.42,1.84,15.27,71.35,1.83,1.67,0.3,1.22,2.69,0.91,2.35,439.05,Two
9.94,1.81,1.93,15.42,64.74,1.35,1.67,0.33,1.26,2.55,0.88,2.4,431.8,Two
9.97,1.68,1.78,18.35,74.25,1.7,1.81,0.28,1.54,2.5,0.83,2.26,346.47,Two
10.12,1.99,1.73,14.8,74.09,2.0,1.92,0.34,1.22,2.43,0.71,2.17,447.65,Two
9.88,1.66,1.96,17.0,79.97,1.89,2.1,0.24,1.39,2.36,0.93,2.12,404.3,Two
9.67,0.71,1.87,16.4,78.33,1.97,1.22,0.3,1.35,2.08,0.79,2.43,407.2,Two
9.73,1.75,1.93,16.11,85.74,2.31,1.55,0.27,1.52,2.66,0.9,2.14,373.3,Two
9.86,1.97,1.57,16.42,75.47,2.11,1.67,0.27,1.27,2.91,0.79,2.04,496.02,Two
10.15,1.62,1.85,15.67,72.78,1.65,1.73,0.17,1.48,2.62,0.97,2.39,404.59,Two
10.07,1.8,1.84,18.04,77.02,2.02,1.49,0.35,1.56,3.0,0.81,1.86,419.2,Two
9.76,0.95,1.98,15.62,78.01,1.73,1.66,0.28,1.71,2.59,0.8,2.31,442.74,Two
9.86,1.18,1.87,16.71,74.36,1.67,1.37,0.27,1.07,2.34,0.87,2.25,312.68,Two
9.92,2.01,1.58,16.25,77.77,2.07,1.48,0.31,1.04,2.65,0.84,2.07,395.68,Two
9.53,1.85,1.67,14.94,76.28,1.54,1.76,0.29,1.26,2.88,0.83,2.27,352.34,Two
9.95,1.24,1.8,15.72,76.95,2.05,1.49,0.24,1.5,2.31,0.94,2.36,480.57,Two
9.45,1.21,1.88,16.06,77.49,1.91,1.35,0.28,0.92,2.44,0.81,2.27,410.4,Two
9.83,2.34,1.65,15.5,76.09,2.21,2.05,0.3,1.6,2.83,0.9,2.29,442.33,Two
9.93,2.26,1.6,17.8,74.34,1.79,1.97,0.28,1.01,2.37,0.81,2.07,430.04,Two
9.92,1.27,1.93,14.9,77.52,1.83,1.52,0.28,1.29,2.43,0.87,2.3,406.05,Two
9.7,1.71,1.71,15.85,75.18,1.67,2.04,0.33,1.42,3.1,1.0,2.31,447.91,Two
9.73,2.24,1.77,15.99,80.83,1.75,1.67,0.31,1.29,2.85,0.82,2.24,301.53,Two
9.85,1.9,1.78,16.32,68.85,1.77,1.26,0.34,1.28,2.5,0.86,2.23,318.19,Two
9.89,1.57,1.57,17.32,73.35,1.58,1.97,0.28,1.34,2.39,0.92,2.4,405.98,Two
9.83,2.01,1.96,13.84,63.99,1.86,1.76,0.32,1.35,2.27,0.85,2.14,430.01,Two
9.42,1.85,1.89,14.6,88.17,1.88,1.46,0.2,1.34,2.05,0.76,2.06,454.57,Two
9.5,1.77,1.75,17.23,86.79,1.65,1.59,0.25,1.18,2.56,0.8,2.42,391.46,Two
9.8,0.6,1.76,14.78,78.43,1.69,1.75,0.39,1.28,2.6,0.85,2.18,494.62,Two
9.93,1.73,1.82,13.57,75.27,1.83,1.96,0.25,1.25,2.78,0.9,2.06,418.93,Two
9.86,1.95,1.9,14.11,63.5,1.73,1.28,0.29,1.41,2.85,0.98,2.2,402.52,Two
9.85,1.46,1.98,16.76,80.46,1.49,1.65,0.31,1.03,2.66,0.93,2.12,468.97,Two
9.87,1.76,1.51,16.45,80.87,2.0,1.82,0.27,1.43,2.48,0.82,2.5,432.9,Two
9.57,1.36,1.82,15.85,64.61,2.01,1.36,0.29,1.15,2.54,0.91,2.4,433.1,Two
10.15,1.33,1.64,15.94,66.94,1.78,1.51,0.24,1.52,2.26,0.8,2.28,380.14,Two
9.94,1.76,1.81,15.79,77.82,2.03,1.46,0.31,0.88,2.16,0.91,2.11,421.04,Two
9.91,1.37,1.82,16.71,66.27,1.84,1.76,0.27,1.23,2.64,0.84,2.21,386.66,Two
9.73,1.01,1.98,14.67,74.04,1.78,1.52,0.27,1.43,3.01,0.93,2.23,342.36,Two
9.64,1.49,1.76,15.62,79.72,1.84,1.96,0.27,1.36,2.69,0.81,2.15,464.22,Two
9.83,1.6,1.56,16.92,77.62,2.02,1.95,0.32,1.4,2.11,1.05,2.31,526.39,Two
9.68,1.15,2.03,18.33,78.87,1.85,1.48,0.27,1.12,2.5,0.96,2.22,350.05,Two
9.76,1.6,1.78,15.97,79.17,1.79,1.38,0.29,1.34,2.76,0.87,2.03,376.06,Two
9.52,1.09,1.74,15.32,76.35,2.01,1.34,0.23,1.39,2.41,0.88,2.14,476.79,Two
9.85,1.34,1.77,16.15,76.09,2.01,1.54,0.28,1.55,2.29,0.85,2.35,406.62,Two
9.9,1.86,1.94,17.46,83.24,1.76,1.52,0.29,1.29,2.42,0.9,2.32,444.76,Two
9.97,2.08,1.77,13.97,70.59,1.92,1.78,0.32,1.24,2.16,0.89,1.9,459.6,Two
9.49,1.14,1.74,16.95,82.46,1.86,1.32,0.37,1.12,3.05,0.93,2.34,399.25,Two
9.8,1.32,1.67,16.01,74.07,1.53,1.47,0.31,1.44,2.47,0.85,2.12,500.26,Two
9.74,1.48,1.9,16.78,80.18,1.7,1.48,0.33,1.07,2.2,0.91,2.46,475.0,Two
9.9,1.37,1.64,15.62,72.33,1.88,1.89,0.37,0.94,2.75,0.84,2.0,399.92,Two
9.59,0.99,1.84,16.38,73.51,1.38,2.04,0.26,1.28,1.84,0.89,2.21,364.5,Two
9.86,1.13,1.84,15.35,81.99,2.1,1.63,0.36,1.22,2.37,0.87,2.32,494.1,Two
9.65,2.04,1.61,16.93,68.44,1.71,1.71,0.32,1.03,2.52,0.87,2.21,361.37,Two
9.88,1.76,1.72,17.31,87.84,1.83,2.23,0.21,1.29,2.45,0.76,2.06,422.11,Two
9.83,1.35,1.79,15.08,78.76,1.74,1.47,0.25,1.58,2.48,0.85,1.95,437.68,Two
9.7,1.74,1.82,16.12,76.0,2.01,1.69,0.33,1.13,2.47,0.88,2.16,402.17,Two
9.53,2.08,1.87,17.74,77.19,1.9,1.77,0.32,1.08,2.72,0.95,2.08,413.75,Two
9.91,1.85,1.89,17.58,75.32,1.54,1.75,0.3,1.78,2.1,0.84,2.43,491.44,Two
9.84,1.63,1.65,13.79,68.2,1.98,1.39,0.3,1.5,2.41,0.77,2.39,381.68,Two
